Provider,TotalClaims_Count,UniqueBeneficiaries_Count,InpatientClaims_Count,OutpatientClaims_Count,MeanReimbursement,TotalReimbursement,StdReimbursement,MinReimbursement,MaxReimbursement,FirstClaimDate,LastClaimDate,UniqueClaimDates_Count,UniqueClaimMonths_Count,ClaimsPerBeneficiary_Ratio,InpatientPercentage,OutpatientPercentage,ExtraVisitsPerBeneficiary_Percentage,BeneficiariesWithInpatient_Percentage,BeneficiariesWithOutpatient_Percentage,InpatientOutpatient_Ratio,ClaimsPerMonth_Ratio,ClaimDurationDays,ReimbursementCoV_Ratio,PotentialFraud
PRV55133,2,2,2,0,25000.0,50000,12727.922061357855,16000,34000,2009-07-21,2009-07-29,2,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,8,0.5091168824543142,No
PRV55134,1,1,1,0,11000.0,11000,,11000,11000,2009-12-26,2009-12-26,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV55135,3,3,3,0,8333.333333333334,25000,9291.57324317757,2000,19000,2009-01-28,2009-12-14,3,3,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,320,1.1149887891813084,No
PRV55136,8,8,8,0,12750.0,102000,11792.854979665804,5000,41000,2009-03-07,2009-12-06,8,7,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.1428571428571428,274,0.9249298023267297,No
PRV55137,2,2,2,0,19000.0,38000,11313.70849898476,11000,27000,2009-05-11,2009-10-27,2,2,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,169,0.5954583420518296,No
PRV55138,3,3,3,0,8333.333333333334,25000,3055.050463303893,5000,11000,2009-01-06,2009-10-06,3,3,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,273,0.36660605559646714,No
PRV55140,9,9,9,0,9444.444444444445,85000,11609.383178178665,1000,39000,2009-01-17,2009-08-11,9,6,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.5,206,1.2292288071012702,No
PRV55141,2,2,0,2,45.0,90,21.213203435596427,30,60,2009-04-26,2009-06-15,2,2,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,50,0.4714045207910317,No
PRV55143,1,1,1,0,10000.0,10000,,10000,10000,2009-08-11,2009-08-11,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV55144,2,2,2,0,20500.0,41000,21920.310216782975,5000,36000,2009-04-18,2009-06-11,2,2,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,54,1.0692834252089256,No
PRV55145,14,14,14,0,10214.285714285714,143000,13956.958955900933,2000,57000,2009-02-08,2009-12-17,14,7,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,312,1.3664155621161753,No
PRV55146,1,1,1,0,6000.0,6000,,6000,6000,2009-02-07,2009-02-07,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV55147,6,6,6,0,18700.0,112200,20109.201873769132,5000,57000,2009-01-18,2009-11-30,6,4,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.5,316,1.0753583889716114,Yes
PRV55148,1,1,1,0,7000.0,7000,,7000,7000,2009-12-05,2009-12-05,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV55149,16,16,16,0,9062.5,145000,8660.013471890983,0,32000,2008-12-27,2009-12-11,16,11,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.4545454545454546,349,0.9555876934500395,No
PRV55150,6,6,4,2,3183.3333333333335,19100,3411.935911863918,10,9000,2009-02-25,2009-12-09,6,5,1.0,66.66666666666666,33.33333333333333,0.0,66.66666666666666,33.33333333333333,2.0,1.2,287,1.0718123283342151,No
PRV55151,1,1,1,0,10000.0,10000,,10000,10000,2009-05-09,2009-05-09,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV55152,10,10,10,0,7830.0,78300,5217.502595431394,300,17000,2009-01-10,2009-12-11,10,5,1.0,100.0,0.0,0.0,100.0,0.0,0.0,2.0,335,0.6663477133373428,No
PRV55154,1,1,0,1,900.0,900,,900,900,2009-04-16,2009-04-16,1,1,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.0,0,0.0,No
PRV55155,9,9,9,0,7555.555555555556,68000,4447.221354708778,3000,18000,2009-01-19,2009-12-23,9,8,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.125,338,0.5886028263585147,No
PRV55156,1,1,1,0,6000.0,6000,,6000,6000,2009-06-02,2009-06-02,1,1,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,0,0.0,No
PRV55157,3,3,3,0,5333.333333333333,16000,2081.6659994661327,3000,7000,2009-02-03,2009-08-13,3,2,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.5,191,0.3903123748998999,No
PRV55158,698,534,29,669,728.0945558739255,508210,3240.7101896606855,0,57000,2008-12-18,2009-12-31,308,13,1.307116104868914,4.154727793696275,95.84527220630372,30.711610486891384,5.430711610486892,100.0,0.043348281016442454,53.69230769230769,378,4.450946877045234,No
PRV55160,10,10,10,0,12000.0,120000,12364.82466066094,0,42000,2008-12-19,2009-10-23,10,9,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.1111111111111112,308,1.0304020550550783,No
PRV55161,2,2,2,0,14000.0,28000,14142.13562373095,4000,24000,2009-03-06,2009-11-13,2,2,1.0,100.0,0.0,0.0,100.0,0.0,0.0,1.0,252,1.0101525445522108,No
PRV55163,587,365,1,586,287.4787052810903,168750,767.377374539618,0,13000,2008-12-23,2009-12-30,303,13,1.6082191780821917,0.17035775127768313,99.82964224872232,60.82191780821918,0.273972602739726,100.0,0.0017064846416382253,45.15384615384615,372,2.6693364080281823,Yes
PRV55164,154,113,17,137,1556.8831168831168,239760,4960.043158082386,0,36000,2009-01-03,2009-12-30,122,12,1.3628318584070795,11.03896103896104,88.96103896103897,36.283185840707965,15.04424778761062,100.0,0.12408759124087591,12.833333333333334,361,3.1858802400095407,No
PRV55165,241,228,30,211,1368.7551867219918,329870,3941.0307590760317,0,33000,2009-01-01,2009-12-31,170,12,1.0570175438596492,12.448132780082988,87.55186721991701,5.701754385964912,13.157894736842104,92.54385964912281,0.14218009478672985,20.083333333333332,364,2.8792809680702205,Yes
PRV55166,72,70,0,72,274.1666666666667,19740,607.1214696197453,0,3300,2009-01-05,2009-12-15,64,12,1.0285714285714285,0.0,100.0,2.857142857142857,0.0,100.0,0.0,6.0,344,2.2144248132027182,No
PRV55167,94,80,0,94,354.25531914893617,33300,664.7685171719668,0,3300,2009-01-01,2009-12-27,84,12,1.175,0.0,100.0,17.5,0.0,100.0,0.0,7.833333333333333,360,1.8765237421671135,No
PRV55168,134,82,0,134,387.76119402985074,51960,724.6815653197984,0,3300,2008-12-29,2009-12-30,112,13,1.6341463414634145,0.0,100.0,63.41463414634146,0.0,100.0,0.0,10.307692307692308,366,1.868886253904022,No
PRV55169,721,585,83,638,1403.2732316227462,1011760,4251.904748850372,0,57000,2008-12-23,2009-12-28,310,13,1.2324786324786325,11.511789181692095,88.4882108183079,23.247863247863247,14.188034188034187,100.0,0.13009404388714735,55.46153846153846,370,3.0299906340645197,No
PRV55171,247,110,41,206,1649.2307692307693,407360,4043.3957765569585,0,23000,2008-12-29,2009-12-31,184,13,2.2454545454545456,16.599190283400812,83.40080971659918,124.54545454545453,37.27272727272727,100.0,0.19902912621359223,19.0,367,2.451685871979499,Yes
PRV55172,114,98,55,59,6382.456140350877,727600,16224.536949439362,0,125000,2009-01-01,2009-12-31,98,12,1.163265306122449,48.24561403508772,51.75438596491229,16.3265306122449,56.12244897959183,60.204081632653065,0.9322033898305084,9.5,364,2.5420522433151285,Yes
PRV55173,25,24,0,25,334.0,8350,729.8230379117027,0,3300,2009-01-15,2009-12-29,23,11,1.0416666666666667,0.0,100.0,4.166666666666666,0.0,100.0,0.0,2.272727272727273,348,2.1850989159033016,No
PRV55175,304,267,23,281,837.5,254600,3363.5087466972495,0,47000,2008-12-17,2009-12-30,215,13,1.1385767790262171,7.565789473684211,92.43421052631578,13.857677902621724,8.614232209737828,100.0,0.08185053380782918,23.384615384615383,378,4.016129846802686,No
PRV55176,20,20,1,19,432.5,8650,1319.8798789044563,10,6000,2009-01-11,2009-12-12,20,10,1.0,5.0,95.0,0.0,5.0,95.0,0.05263157894736842,2.0,335,3.051745384750188,No
PRV55177,327,286,0,327,319.3272171253823,104420,825.5632990259884,0,11300,2008-12-25,2009-12-30,213,13,1.1433566433566433,0.0,100.0,14.335664335664337,0.0,100.0,0.0,25.153846153846153,370,2.5853208080970904,No
PRV55178,31,29,2,29,597.0967741935484,18510,1305.4965684836482,0,6000,2009-01-08,2009-12-09,29,11,1.0689655172413792,6.451612903225806,93.54838709677419,6.896551724137931,6.896551724137931,100.0,0.06896551724137931,2.8181818181818183,335,2.186407002862944,No
PRV55179,74,66,16,58,2417.972972972973,178930,4880.163364582477,0,25000,2008-12-29,2009-12-30,68,13,1.121212121212121,21.62162162162162,78.37837837837837,12.121212121212121,24.242424242424242,87.87878787878788,0.27586206896551724,5.6923076923076925,366,2.018286978031092,No
PRV55180,127,112,7,120,853.8582677165355,108440,2848.2971931291604,0,22000,2008-12-16,2009-12-18,99,13,1.1339285714285714,5.511811023622047,94.48818897637796,13.392857142857142,6.25,100.0,0.058333333333333334,9.76923076923077,367,3.3357962331925797,No
PRV55181,439,332,35,404,941.5945330296128,413360,3433.365723511779,0,31000,2008-12-23,2009-12-31,257,13,1.322289156626506,7.972665148063782,92.02733485193622,32.22891566265061,10.542168674698797,100.0,0.08663366336633663,33.76923076923077,373,3.6463314123806634,No
PRV55182,102,78,0,102,254.31372549019608,25940,490.8439081683538,0,2800,2009-01-03,2009-12-31,92,12,1.3076923076923077,0.0,100.0,30.76923076923077,0.0,100.0,0.0,8.5,362,1.9300724222502732,No
PRV55183,117,90,21,96,2202.991452991453,257750,6171.433531695309,0,37000,2009-01-01,2009-12-25,102,12,1.3,17.94871794871795,82.05128205128204,30.0,23.333333333333332,100.0,0.21875,9.75,358,2.8013878688975797,No
PRV55184,56,45,1,55,281.42857142857144,15760,583.1557676561633,0,3300,2009-01-13,2009-12-26,50,12,1.2444444444444445,1.7857142857142856,98.21428571428571,24.444444444444443,2.2222222222222223,100.0,0.01818181818181818,4.666666666666667,347,2.072127093194489,No
PRV55185,206,70,5,201,544.5145631067961,112170,2127.0768920433807,0,28000,2009-01-01,2009-12-30,153,12,2.942857142857143,2.4271844660194173,97.57281553398059,194.28571428571428,7.142857142857142,100.0,0.024875621890547265,17.166666666666668,363,3.9063728248278187,No
PRV55187,125,101,0,125,234.16,29270,507.7181463460137,0,3300,2009-01-01,2009-12-28,110,12,1.2376237623762376,0.0,100.0,23.762376237623762,0.0,100.0,0.0,10.416666666666666,361,2.1682531019218216,No
PRV55188,207,112,4,203,354.92753623188406,73470,1447.870505113589,0,17000,2009-01-04,2009-12-31,156,12,1.8482142857142858,1.932367149758454,98.06763285024155,84.82142857142857,3.571428571428571,100.0,0.019704433497536946,17.25,361,4.079341153647923,No
PRV55189,133,115,36,97,2555.93984962406,339940,4917.880800925544,0,24000,2009-01-01,2009-12-20,106,12,1.1565217391304348,27.06766917293233,72.93233082706767,15.65217391304348,31.30434782608696,84.34782608695653,0.3711340206185567,11.083333333333334,353,1.9240988013269908,No
PRV55191,90,87,0,90,192.11111111111111,17290,401.26343848669705,0,2500,2009-01-17,2009-12-19,82,12,1.0344827586206897,0.0,100.0,3.4482758620689653,0.0,100.0,0.0,7.5,336,2.0887050007983072,No
PRV55192,253,234,15,238,864.1897233201581,218640,2902.98953659439,0,24000,2008-12-31,2009-12-29,183,13,1.0811965811965811,5.928853754940711,94.0711462450593,8.11965811965812,6.41025641025641,100.0,0.06302521008403361,19.46153846153846,363,3.359203955170054,No
PRV55193,44,38,31,13,10099.545454545454,444380,17792.701528873018,0,102000,2009-01-08,2009-11-25,42,9,1.1578947368421053,70.45454545454545,29.545454545454547,15.789473684210526,81.57894736842105,34.21052631578947,2.3846153846153846,4.888888888888889,321,1.76173290262931,Yes
PRV55194,421,368,169,252,4040.142517814727,1700900,7089.141594796151,0,57000,2008-12-16,2009-12-31,260,13,1.1440217391304348,40.142517814726844,59.857482185273156,14.402173913043478,45.92391304347826,68.47826086956522,0.6706349206349206,32.38461538461539,380,1.754676119353977,Yes
PRV55195,77,69,16,61,3204.285714285714,246730,9819.202511911282,0,65000,2008-12-27,2009-12-28,69,13,1.1159420289855073,20.77922077922078,79.22077922077922,11.594202898550725,23.18840579710145,88.40579710144928,0.26229508196721313,5.923076923076923,366,3.0643966822728035,Yes
PRV55196,173,153,6,167,871.6184971098265,150790,6387.237159212735,0,83000,2008-12-12,2009-12-31,135,13,1.130718954248366,3.4682080924855487,96.53179190751445,13.071895424836603,3.9215686274509802,100.0,0.03592814371257485,13.307692307692308,384,7.3280192887048425,No
PRV55197,73,50,0,73,331.64383561643837,24210,708.3882600245711,0,3300,2008-12-15,2009-12-24,68,13,1.46,0.0,100.0,46.0,0.0,100.0,0.0,5.615384615384615,374,2.1359910360096523,No
PRV55198,68,60,2,66,327.6470588235294,22280,1022.6408856661247,0,8000,2009-01-09,2009-12-27,64,12,1.1333333333333333,2.941176470588235,97.05882352941177,13.333333333333334,3.3333333333333335,100.0,0.030303030303030304,5.666666666666667,352,3.1211660783346717,No
PRV55200,69,55,0,69,293.4782608695652,20250,600.766241333801,0,3300,2009-01-07,2009-12-27,61,12,1.2545454545454546,0.0,100.0,25.454545454545453,0.0,100.0,0.0,5.75,354,2.0470553408410996,No
PRV55202,30,27,0,30,399.3333333333333,11980,738.6377644870568,0,3300,2009-01-02,2009-12-31,30,12,1.1111111111111112,0.0,100.0,11.11111111111111,0.0,100.0,0.0,2.5,363,1.8496772065619118,No
PRV55203,25,25,5,20,1858.8,46470,4074.2354292963155,0,15000,2009-01-30,2009-12-20,24,12,1.0,20.0,80.0,0.0,20.0,80.0,0.25,2.0833333333333335,324,2.191863260865244,No
PRV55205,260,240,38,222,2454.076923076923,638060,9554.755568348879,0,102000,2008-12-14,2009-12-27,198,13,1.0833333333333333,14.615384615384617,85.38461538461539,8.333333333333332,15.833333333333332,92.5,0.17117117117117117,20.0,378,3.8934213832095863,No
PRV55206,103,92,0,103,321.2621359223301,33090,611.663882472133,0,4100,2009-01-02,2009-12-25,90,12,1.1195652173913044,0.0,100.0,11.956521739130435,0.0,100.0,0.0,8.583333333333334,357,1.9039401600069414,No
PRV55207,167,151,0,167,248.562874251497,41510,404.831179226127,0,2800,2009-01-01,2009-12-31,137,12,1.1059602649006623,0.0,100.0,10.596026490066226,0.0,100.0,0.0,13.916666666666666,364,1.6286872303243367,No
PRV55208,53,50,7,46,1439.622641509434,76300,4696.389760011305,0,31000,2008-12-20,2009-12-30,48,13,1.06,13.20754716981132,86.79245283018868,6.0,14.000000000000002,92.0,0.15217391304347827,4.076923076923077,375,3.262236661606804,No
PRV55209,762,659,275,487,3825.0656167979005,2914700,7845.644744334013,0,57000,2008-12-23,2009-12-31,318,13,1.1562974203338392,36.08923884514436,63.91076115485564,15.629742033383915,41.7298937784522,73.89984825493171,0.5646817248459959,58.61538461538461,373,2.0511137664879806,Yes
PRV55210,174,68,0,174,290.11494252873564,50480,564.2386947302722,0,3300,2008-12-21,2009-12-31,140,13,2.5588235294117645,0.0,100.0,155.88235294117646,0.0,100.0,0.0,13.384615384615385,375,1.9448798114712234,No
PRV55211,32,32,0,32,219.6875,7030,575.6986463868167,10,3300,2009-01-06,2009-12-03,28,10,1.0,0.0,100.0,0.0,0.0,100.0,0.0,3.2,331,2.620534379001157,No
PRV55213,81,66,3,78,992.4691358024692,80390,6399.927837652585,0,57000,2009-01-05,2009-12-27,70,12,1.2272727272727273,3.7037037037037033,96.29629629629629,22.727272727272727,4.545454545454546,100.0,0.038461538461538464,6.75,356,6.448490544220169,No
PRV55214,190,173,0,190,241.47368421052633,45880,518.4091832851701,0,3300,2008-12-15,2009-12-25,150,13,1.0982658959537572,0.0,100.0,9.826589595375722,0.0,100.0,0.0,14.615384615384615,375,2.1468558156970863,No
PRV55215,3393,2638,143,3250,673.315649867374,2284560,2527.6105852986198,0,45000,2008-12-12,2009-12-31,378,13,1.2862016679302501,4.21455938697318,95.78544061302682,28.62016679302502,5.420773313115998,100.0,0.044,261.0,384,3.75397569594067,Yes
PRV55216,80,52,5,75,742.125,59370,2353.281949436638,0,18000,2009-01-03,2009-12-30,71,12,1.5384615384615385,6.25,93.75,53.84615384615385,9.615384615384617,100.0,0.06666666666666667,6.666666666666667,361,3.171004816488648,No
PRV55218,94,82,0,94,222.4468085106383,20910,416.45892327413407,0,2500,2008-12-19,2009-12-28,82,13,1.146341463414634,0.0,100.0,14.634146341463413,0.0,100.0,0.0,7.230769230769231,374,1.8721730649339359,No
PRV55219,89,85,0,89,196.96629213483146,17530,320.5974695583729,0,1700,2009-01-03,2009-12-29,76,12,1.0470588235294118,0.0,100.0,4.705882352941177,0.0,100.0,0.0,7.416666666666667,360,1.627676827763559,No
PRV55220,102,89,0,102,228.23529411764707,23280,465.1804967790202,0,3300,2009-01-02,2009-12-31,86,12,1.146067415730337,0.0,100.0,14.606741573033707,0.0,100.0,0.0,8.5,363,2.038161970423542,No
PRV55224,23,23,0,23,252.17391304347825,5800,672.7822592633122,0,3300,2009-01-22,2009-12-26,22,10,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.3,338,2.6679296488027897,No
PRV55225,66,64,9,57,3021.060606060606,199390,8831.931773842507,0,57000,2009-01-09,2009-12-08,59,12,1.03125,13.636363636363635,86.36363636363636,3.125,14.0625,89.0625,0.15789473684210525,5.5,333,2.923454020129422,Yes
PRV55226,242,219,0,242,333.4297520661157,80690,667.1063832553408,0,3300,2009-01-03,2009-12-31,170,12,1.1050228310502284,0.0,100.0,10.50228310502283,0.0,100.0,0.0,20.166666666666668,362,2.0007404231973287,No
PRV55227,46,42,0,46,263.04347826086956,12100,545.7222311975098,0,3300,2008-12-17,2009-12-24,46,12,1.0952380952380953,0.0,100.0,9.523809523809524,0.0,100.0,0.0,3.8333333333333335,372,2.0746464987673927,No
PRV55229,243,218,16,227,1059.7530864197531,257520,4336.344666046358,0,57000,2009-01-01,2009-12-22,174,12,1.114678899082569,6.584362139917696,93.4156378600823,11.46788990825688,7.339449541284404,100.0,0.07048458149779736,20.25,355,4.091844337718488,No
PRV55230,565,515,225,340,4624.3185840707965,2612740,8921.43476902906,0,57000,2008-12-18,2009-12-30,286,13,1.0970873786407767,39.823008849557525,60.17699115044248,9.70873786407767,43.689320388349515,66.01941747572816,0.6617647058823529,43.46153846153846,377,1.9292431104899144,Yes
PRV55231,126,99,0,126,329.12698412698415,41470,664.6045679545333,0,3300,2008-12-31,2009-12-28,109,13,1.2727272727272727,0.0,100.0,27.27272727272727,0.0,100.0,0.0,9.692307692307692,362,2.0192952872503303,No
PRV55232,107,95,28,79,2901.121495327103,310420,8336.90605104601,0,58000,2009-01-02,2009-12-24,99,12,1.1263157894736842,26.168224299065418,73.83177570093457,12.631578947368421,29.47368421052631,83.15789473684211,0.35443037974683544,8.916666666666666,356,2.8736838717283777,No
PRV55233,187,99,1,186,293.7967914438503,54940,590.185884140846,0,4000,2008-12-19,2009-12-31,151,13,1.8888888888888888,0.53475935828877,99.46524064171123,88.88888888888889,1.0101010101010102,100.0,0.005376344086021506,14.384615384615385,377,2.0088234498423407,No
PRV55234,184,172,7,177,514.1304347826087,94600,1298.9034064920038,0,10000,2008-12-22,2009-12-29,147,13,1.069767441860465,3.804347826086957,96.19565217391305,6.976744186046512,4.069767441860465,100.0,0.03954802259887006,14.153846153846153,372,2.5264083170668994,No
PRV55235,160,118,0,160,380.75,60920,773.249737945448,0,3300,2009-01-01,2009-12-29,131,12,1.3559322033898304,0.0,100.0,35.59322033898305,0.0,100.0,0.0,13.333333333333334,362,2.0308594561929034,No
PRV55236,54,35,20,34,4393.7037037037035,237260,8791.092682486145,10,57000,2008-12-27,2009-12-28,48,13,1.542857142857143,37.03703703703704,62.96296296296296,54.285714285714285,57.14285714285714,97.14285714285714,0.5882352941176471,4.153846153846154,366,2.0008387627676467,No
PRV55237,117,108,15,102,1125.6410256410256,131700,2996.3985234620964,0,21000,2009-01-03,2009-12-28,101,12,1.0833333333333333,12.82051282051282,87.17948717948718,8.333333333333332,13.88888888888889,94.44444444444444,0.14705882352941177,9.75,359,2.661948574374072,No
PRV55238,101,101,0,101,388.61386138613864,39250,857.7645710834299,0,6100,2009-01-04,2009-12-22,88,12,1.0,0.0,100.0,0.0,0.0,100.0,0.0,8.416666666666666,352,2.2072413166732847,No
PRV55239,161,154,0,161,307.70186335403724,49540,559.7602706150251,0,3300,2009-01-01,2009-12-26,128,12,1.0454545454545454,0.0,100.0,4.545454545454546,0.0,100.0,0.0,13.416666666666666,359,1.8191643837105178,No
PRV55240,163,145,11,152,735.2147239263803,119840,2476.9448867763585,0,24000,2008-12-31,2009-12-30,136,13,1.1241379310344828,6.748466257668712,93.25153374233128,12.413793103448276,7.586206896551724,100.0,0.07236842105263158,12.538461538461538,364,3.3690088162929444,No
PRV55242,34,28,10,24,1930.2941176470588,65630,3747.597602419625,0,15000,2008-12-29,2009-12-27,31,13,1.2142857142857142,29.411764705882355,70.58823529411765,21.428571428571427,35.714285714285715,85.71428571428571,0.4166666666666667,2.6153846153846154,363,1.9414645510020914,No
PRV55243,257,231,0,257,257.70428015564204,66230,545.4783792307181,0,3300,2009-01-04,2009-12-31,185,12,1.1125541125541125,0.0,100.0,11.255411255411255,0.0,100.0,0.0,21.416666666666668,361,2.1166834283903753,No
PRV55244,25,25,0,25,300.0,7500,554.5418529440917,0,2100,2009-01-31,2009-11-16,25,9,1.0,0.0,100.0,0.0,0.0,100.0,0.0,2.7777777777777777,289,1.8484728431469724,No
PRV55246,227,213,0,227,252.37885462555067,57290,547.9879343453309,0,3300,2009-01-02,2009-12-29,168,12,1.0657276995305165,0.0,100.0,6.572769953051644,0.0,100.0,0.0,18.916666666666668,361,2.1712909948750236,No
PRV55247,355,175,3,352,360.9577464788732,128140,984.2787866493993,0,13000,2009-01-01,2009-12-30,228,12,2.0285714285714285,0.8450704225352111,99.15492957746478,102.85714285714285,1.7142857142857144,100.0,0.008522727272727272,29.583333333333332,363,2.7268532016586295,No
PRV55248,133,103,0,133,351.57894736842104,46760,671.0483003268921,0,3300,2009-01-02,2009-12-30,115,12,1.2912621359223302,0.0,100.0,29.126213592233007,0.0,100.0,0.0,11.083333333333334,362,1.9086703153010405,No
PRV55250,301,116,23,278,1142.6578073089702,343940,4525.718533652658,0,57000,2009-01-01,2009-12-31,200,12,2.5948275862068964,7.641196013289036,92.35880398671097,159.48275862068965,19.82758620689655,100.0,0.08273381294964029,25.083333333333332,364,3.9606945357604526,Yes
PRV55252,45,39,0,45,316.0,14220,663.3708684370374,0,3100,2008-12-30,2009-12-25,45,13,1.1538461538461537,0.0,100.0,15.384615384615385,0.0,100.0,0.0,3.4615384615384617,360,2.099274900117207,No
PRV55254,15,14,0,15,330.6666666666667,4960,830.6148038537192,10,3300,2009-01-03,2009-12-30,14,9,1.0714285714285714,0.0,100.0,7.142857142857142,0.0,100.0,0.0,1.6666666666666667,361,2.5119399310092314,No
PRV55255,12,12,0,12,215.83333333333334,2590,323.37589535549756,20,1200,2009-01-04,2009-11-27,12,9,1.0,0.0,100.0,0.0,0.0,100.0,0.0,1.3333333333333333,327,1.4982666966277878,No
PRV55256,28,27,4,24,1219.642857142857,34150,2909.4806487589235,0,14000,2009-01-02,2009-12-31,28,12,1.037037037037037,14.285714285714285,85.71428571428571,3.7037037037037033,14.814814814814813,88.88888888888889,0.16666666666666666,2.3333333333333335,363,2.3855185407100983,No
PRV55257,137,74,0,137,261.6058394160584,35840,516.5513948244283,0,3300,2009-01-06,2009-12-27,116,12,1.8513513513513513,0.0,100.0,85.13513513513513,0.0,100.0,0.0,11.416666666666666,355,1.974540767046503,No
PRV55258,42,36,1,41,600.0,25200,1918.7076443247531,10,12000,2009-01-08,2009-12-07,38,12,1.1666666666666667,2.380952380952381,97.61904761904762,16.666666666666664,2.7777777777777777,100.0,0.024390243902439025,3.5,333,3.1978460738745884,No
PRV55259,42,41,0,42,330.7142857142857,13890,691.1404250280938,0,3300,2008-12-24,2009-12-27,37,13,1.024390243902439,0.0,100.0,2.4390243902439024,0.0,100.0,0.0,3.230769230769231,368,2.089841457968318,No
PRV55260,57,41,0,57,391.4035087719298,22310,737.9349530869699,0,3300,2008-12-27,2009-12-29,55,13,1.3902439024390243,0.0,100.0,39.02439024390244,0.0,100.0,0.0,4.384615384615385,367,1.8853559984741053,No
PRV55261,30,19,0,30,159.33333333333334,4780,196.92346374851488,10,800,2009-01-04,2009-12-30,29,11,1.5789473684210527,0.0,100.0,57.89473684210527,0.0,100.0,0.0,2.727272727272727,360,1.2359213205973736,No
PRV55262,397,210,16,381,594.1057934508816,235860,2634.3880739429815,0,46000,2008-12-30,2009-12-31,237,13,1.8904761904761904,4.030226700251889,95.96977329974811,89.04761904761904,7.6190476190476195,100.0,0.04199475065616798,30.53846153846154,366,4.434207009901482,No
PRV55263,319,247,0,319,325.23510971786834,103750,650.5362020748514,0,3300,2008-12-28,2009-12-30,211,13,1.291497975708502,0.0,100.0,29.1497975708502,0.0,100.0,0.0,24.53846153846154,367,2.000202876740989,No
PRV55264,528,305,0,528,279.2234848484849,147430,688.4963976798958,0,10080,2008-12-26,2009-12-29,282,13,1.7311475409836066,0.0,100.0,73.11475409836066,0.0,100.0,0.0,40.61538461538461,368,2.4657539033777724,No
PRV55265,201,71,0,201,215.3233830845771,43280,415.2192431722035,0,3300,2009-01-02,2009-12-28,154,12,2.8309859154929575,0.0,100.0,183.09859154929578,0.0,100.0,0.0,16.75,360,1.9283518456010376,No
PRV55266,25,22,9,16,1829.6,45740,2322.8152459174767,20,7000,2008-12-30,2009-12-30,24,12,1.1363636363636365,36.0,64.0,13.636363636363635,40.909090909090914,72.72727272727273,0.5625,2.0833333333333335,365,1.2695754514196966,Yes
PRV55267,144,78,0,144,250.13888888888889,36020,536.023935003521,0,3300,2009-01-01,2009-12-25,120,12,1.8461538461538463,0.0,100.0,84.61538461538461,0.0,100.0,0.0,12.0,358,2.1429052371045816,No
PRV55268,48,20,0,48,277.2916666666667,13310,618.3256030753051,0,3300,2008-12-25,2009-12-31,44,13,2.4,0.0,100.0,140.0,0.0,100.0,0.0,3.6923076923076925,371,2.2298744513609803,No
PRV55269,172,124,3,169,310.98837209302326,53490,737.9485234457842,0,6000,2009-01-04,2009-12-29,136,12,1.3870967741935485,1.744186046511628,98.25581395348837,38.70967741935484,2.4193548387096775,100.0,0.01775147928994083,14.333333333333334,359,2.372913554546175,No
PRV55270,204,108,1,203,309.7549019607843,63190,656.7117959811432,0,5000,2009-01-01,2009-12-24,153,12,1.8888888888888888,0.49019607843137253,99.50980392156863,88.88888888888889,0.9259259259259258,100.0,0.0049261083743842365,17.0,357,2.120101382816161,No
PRV55271,15,12,0,15,401.3333333333333,6020,519.4071712287091,10,1500,2009-01-16,2009-12-15,15,9,1.25,0.0,100.0,25.0,0.0,100.0,0.0,1.6666666666666667,333,1.2942039150217004,No
PRV55272,211,185,0,211,252.7962085308057,53340,544.4064056031549,0,3300,2009-01-01,2009-12-31,166,12,1.1405405405405404,0.0,100.0,14.054054054054054,0.0,100.0,0.0,17.583333333333332,364,2.153538649836252,No
PRV55273,18,12,0,18,235.55555555555554,4240,413.7805929293535,10,1700,2009-01-03,2009-11-26,18,10,1.5,0.0,100.0,50.0,0.0,100.0,0.0,1.8,327,1.7566157247000855,No
